,id,pid,ms_subclass,ms_zoning,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,age,remodeled_age,total_fin_area,total_bath,quality_pool,good_features,bad_features
290,2913,923226150,90,RL,11836,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,None,0.0,0.0,0.0,CBlock,0.0,0.0,0.0,BLQ,149.0,Unf,0.0,1503.0,1652.0,GasA,0.0,Y,SBrkr,1652,0,0,1652,0.0,0.0,2,0,4,2,0.0,8,Typ,0,0.0,2Types,Unf,3.0,928.0,0.0,0.0,Y,0,0,0,0,0,0,0.0,none,none,0,3,2006,WD ,146500,36,0,3304.0,2.0,0,0,0
291,149,535180130,50,RL,8382,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.0,0.0,CBlock,0.0,0.0,0.0,Unf,0.0,Unf,0.0,832.0,832.0,GasA,0.0,Y,FuseA,832,505,0,1337,0.0,0.0,1,0,3,1,0.0,5,Typ,0,0.0,Attchd,Unf,1.0,263.0,0.0,0.0,Y,0,0,0,0,0,0,0.0,none,none,0,2,2010,WD ,108000,54,0,2169.0,1.0,0,0,0
292,2525,534126060,80,RL,10192,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,143.0,0.0,0.0,CBlock,0.0,0.0,0.0,Unf,0.0,Unf,0.0,570.0,570.0,GasA,4.0,Y,SBrkr,1222,698,0,1920,0.0,0.0,3,0,4,1,4.0,8,Typ,1,0.0,Attchd,RFn,2.0,487.0,0.0,0.0,Y,0,98,0,0,0,0,0.0,GdPrv,none,0,9,2006,WD ,170000,38,24,2490.0,3.0,0,0,0
293,1470,907290250,120,RM,4426,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,4.0,0.0,PConc,4.0,0.0,0.0,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,5.0,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,4.0,3,Typ,0,0.0,Attchd,RFn,2.0,420.0,0.0,0.0,Y,140,0,0,0,0,0,0.0,none,none,0,2,2008,WD ,145000,4,0,1696.0,2.0,0,2,0
294,412,527453140,120,RL,2280,Pave,none,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,5,Gable,CompShg,Plywood,Brk Cmn,None,0.0,0.0,0.0,CBlock,4.0,0.0,0.0,ALQ,435.0,LwQ,622.0,0.0,1057.0,GasA,0.0,Y,SBrkr,1055,0,0,1055,0.0,1.0,2,0,2,1,0.0,4,Typ,1,2.0,Attchd,RFn,2.0,440.0,0.0,0.0,Y,0,27,0,0,0,0,0.0,none,none,0,8,2009,WD ,123000,34,0,2112.0,2.5,0,0,0
295,1399,905351089,120,RL,2887,Pave,none,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.0,0.0,PConc,4.0,0.0,0.0,GLQ,1003.0,Unf,0.0,288.0,1291.0,GasA,5.0,Y,SBrkr,1291,0,0,1291,1.0,0.0,1,0,2,1,4.0,6,Typ,1,4.0,Attchd,Unf,2.0,431.0,0.0,0.0,Y,307,0,0,0,0,0,0.0,none,none,0,11,2008,WD ,173000,12,1,2582.0,2.0,0,2,0
296,183,902207140,30,RM,8520,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.0,4.0,BrkTil,0.0,0.0,0.0,Unf,0.0,Unf,0.0,624.0,624.0,GasA,4.0,Y,SBrkr,720,0,0,720,0.0,0.0,1,0,2,1,0.0,5,Typ,0,0.0,Detchd,Unf,2.0,484.0,0.0,0.0,Y,106,0,0,0,0,0,0.0,none,none,0,5,2010,WD ,105900,82,75,1344.0,1.0,0,0,0
297,974,923225360,180,RM,1596,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,0.0,0.0,CBlock,4.0,0.0,4.0,GLQ,462.0,Unf,0.0,0.0,462.0,GasA,0.0,Y,SBrkr,526,462,0,988,1.0,0.0,1,0,2,1,0.0,5,Typ,0,0.0,BuiltIn,Unf,1.0,297.0,0.0,0.0,Y,120,101,0,0,0,0,0.0,GdWo,none,0,11,2009,WD ,91000,36,0,1450.0,2.0,0,2,0
298,930,909426090,50,RL,15600,Pave,none,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,0.0,0.0,BrkTil,0.0,0.0,0.0,BLQ,312.0,Rec,507.0,248.0,1067.0,GasW,2.0,N,SBrkr,986,537,0,1523,1.0,0.0,2,0,3,1,2.0,7,Maj2,1,0.0,Attchd,Unf,1.0,295.0,0.0,0.0,Y,0,0,81,0,0,0,0.0,none,none,0,10,2009,WD ,158000,60,56,2590.0,3.0,0,0,2
299,881,907412020,60,RL,9313,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,0.0,PConc,4.0,0.0,0.0,Unf,0.0,Unf,0.0,864.0,864.0,GasA,5.0,Y,SBrkr,864,864,0,1728,0.0,0.0,2,1,3,1,4.0,7,Typ,0,0.0,Attchd,RFn,2.0,572.0,0.0,0.0,Y,187,56,0,0,0,0,0.0,none,none,0,4,2009,WD ,190000,5,0,2592.0,2.5,0,1,0
300,1180,533250110,120,RL,11064,Pave,none,IR2,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,BrkFace,BrkFace,None,0.0,4.0,0.0,PConc,4.0,0.0,4.0,LwQ,560.0,GLQ,670.0,0.0,1230.0,GasA,5.0,Y,SBrkr,1239,0,0,1239,1.0,0.0,1,1,1,1,4.0,4,Typ,1,2.0,Attchd,Fin,2.0,477.0,0.0,0.0,Y,172,24,0,0,0,0,0.0,none,none,0,8,2008,WD ,217500,13,0,2469.0,2.5,0,0,0
301,1553,910226040,50,RM,9000,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,WdShing,Wd Shng,BrkFace,162.0,0.0,0.0,CBlock,0.0,0.0,0.0,ALQ,330.0,Unf,0.0,821.0,1151.0,GasA,4.0,Y,FuseA,1151,804,0,1955,0.0,0.0,2,0,4,1,0.0,7,Typ,0,0.0,Attchd,Fin,1.0,356.0,0.0,0.0,Y,0,0,0,0,0,0,0.0,none,none,0,1,2008,WD ,165500,50,0,3106.0,2.0,0,0,0
302,928,909425060,70,RL,12000,Pave,none,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.0,0.0,CBlock,0.0,0.0,0.0,Rec,275.0,Unf,0.0,429.0,704.0,GasA,5.0,Y,SBrkr,860,704,0,1564,0.0,0.0,1,1,3,1,2.0,7,Typ,1,4.0,Attchd,Unf,1.0,234.0,0.0,0.0,Y,0,0,0,0,0,0,0.0,none,none,0,7,2009,WD ,174500,68,9,2268.0,1.5,0,1,0
303,1512,908276140,80,RL,7692,Pave,none,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,SLvl,4,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.0,0.0,CBlock,5.0,0.0,0.0,Unf,0.0,Unf,0.0,416.0,416.0,GasA,4.0,Y,FuseA,1204,0,0,1204,0.0,0.0,1,0,3,1,0.0,6,Typ,0,0.0,Basment,Unf,1.0,312.0,0.0,0.0,Y,0,0,0,0,0,0,0.0,none,none,0,11,2008,WD ,100000,54,0,1620.0,1.0,0,0,0
304,3,526351010,20,RL,14267,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,108.0,0.0,0.0,CBlock,0.0,0.0,0.0,ALQ,923.0,Unf,0.0,406.0,1329.0,GasA,0.0,Y,SBrkr,1329,0,0,1329,0.0,0.0,1,1,3,1,4.0,6,Typ,0,0.0,Attchd,Unf,1.0,312.0,0.0,0.0,Y,393,36,0,0,0,0,0.0,none,Gar2,12500,6,2010,WD ,172000,52,0,2658.0,1.5,0,0,0
305,2140,907202220,20,RL,9675,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,None,0.0,0.0,0.0,CBlock,0.0,0.0,0.0,BLQ,330.0,Rec,432.0,102.0,864.0,GasA,0.0,Y,SBrkr,879,0,0,879,0.0,0.0,1,0,3,1,0.0,5,Typ,0,0.0,Attchd,Unf,2.0,440.0,0.0,0.0,Y,0,80,0,0,0,0,0.0,none,none,0,9,2007,Con,120000,32,0,1743.0,1.0,0,0,0
306,553,531477020,20,RH,8400,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,2.0,2.0,CBlock,0.0,2.0,0.0,Unf,0.0,Unf,0.0,721.0,721.0,GasA,4.0,Y,SBrkr,841,0,0,841,0.0,0.0,1,0,2,1,0.0,4,Typ,0,0.0,CarPort,Unf,1.0,294.0,0.0,0.0,N,250,0,24,0,0,0,0.0,none,none,0,9,2009,WD ,82000,59,0,1562.0,1.0,0,0,0
307,2594,535354130,50,RL,7500,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.0,0.0,CBlock,0.0,0.0,0.0,Unf,0.0,Unf,0.0,784.0,784.0,GasA,5.0,Y,FuseA,900,412,0,1312,0.0,0.0,1,1,3,1,0.0,6,Typ,0,0.0,Detchd,Unf,2.0,649.0,0.0,0.0,Y,0,28,0,0,0,0,0.0,none,none,0,10,2006,WD ,127000,59,3,2096.0,1.5,0,0,0
308,1314,902305080,75,RM,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,Gable,CompShg,AsbShng,AsbShng,None,0.0,0.0,0.0,BrkTil,4.0,0.0,0.0,Rec,319.0,Unf,0.0,416.0,735.0,OthW,2.0,N,SBrkr,1134,924,0,2058,0.0,0.0,1,1,3,1,0.0,8,Typ,1,4.0,Detchd,Unf,2.0,396.0,2.0,2.0,P,0,0,259,0,0,0,0.0,none,none,0,4,2008,WD ,129500,91,33,2793.0,1.5,0,1,1
309,366,527182110,120,RL,5814,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,4.0,0.0,CBlock,4.0,0.0,0.0,GLQ,1036.0,Unf,0.0,184.0,1220.0,GasA,4.0,Y,SBrkr,1360,0,0,1360,1.0,0.0,1,0,1,1,4.0,4,Typ,1,5.0,Attchd,RFn,2.0,565.0,0.0,0.0,Y,63,0,0,0,0,0,0.0,none,none,0,8,2009,COD,187500,25,0,2580.0,2.0,0,2,0
310,1462,907255060,20,RL,14860,Pave,none,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,240.0,4.0,0.0,PConc,5.0,0.0,4.0,GLQ,1538.0,Unf,0.0,240.0,1778.0,GasA,5.0,Y,SBrkr,1786,0,0,1786,1.0,0.0,2,0,3,1,4.0,6,Typ,1,4.0,Attchd,RFn,3.0,715.0,0.0,0.0,Y,182,35,0,0,0,0,0.0,none,none,0,6,2008,WD ,300000,6,1,3564.0,3.0,0,3,0
311,2541,534250300,60,RL,14803,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,252.0,0.0,0.0,CBlock,0.0,0.0,0.0,Rec,416.0,Unf,0.0,409.0,825.0,GasA,4.0,Y,SBrkr,1097,896,0,1993,0.0,0.0,2,1,4,1,0.0,8,Typ,1,4.0,Attchd,RFn,2.0,495.0,0.0,0.0,Y,0,66,0,0,0,0,0.0,GdWo,none,0,6,2006,WD ,190000,35,0,2818.0,2.5,0,1,0
312,2088,905480090,50,RL,7550,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,5,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,2.0,2.0,BrkTil,0.0,2.0,0.0,Unf,0.0,Unf,0.0,951.0,951.0,GasW,2.0,N,SBrkr,986,376,0,1362,0.0,0.0,2,0,4,1,0.0,7,Typ,0,0.0,Detchd,Unf,1.0,280.0,2.0,0.0,P,0,0,0,0,0,0,0.0,MnPrv,none,0,3,2007,WD ,96000,87,30,2313.0,2.0,0,0,1
313,527,528480130,60,FV,8125,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,4.0,0.0,PConc,4.0,0.0,0.0,GLQ,812.0,Unf,0.0,280.0,1092.0,GasA,5.0,Y,SBrkr,1112,438,0,1550,1.0,0.0,2,0,2,1,4.0,7,Typ,0,0.0,Attchd,Fin,2.0,438.0,0.0,0.0,Y,0,168,0,0,0,0,0.0,none,none,0,10,2009,WD ,241000,3,1,2642.0,3.0,0,2,0
314,1824,532376090,20,RL,13673,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,0.0,4.0,CBlock,0.0,0.0,0.0,Unf,0.0,Unf,0.0,1140.0,1140.0,GasA,0.0,Y,SBrkr,1696,0,0,1696,0.0,0.0,1,1,3,1,0.0,8,Min2,1,0.0,Attchd,RFn,1.0,349.0,0.0,0.0,Y,0,30,0,0,0,0,0.0,none,none,0,3,2007,WD ,143900,45,0,2836.0,1.5,0,0,1
315,2918,923228180,160,RM,1533,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,0.0,0.0,CBlock,0.0,0.0,0.0,Rec,408.0,Unf,0.0,138.0,546.0,GasA,0.0,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,0.0,5,Typ,0,0.0,CarPort,Unf,1.0,286.0,0.0,0.0,Y,0,0,0,0,0,0,0.0,none,none,0,12,2006,WD ,87550,36,0,1638.0,1.5,0,0,0
316,49,528180070,120,RL,7658,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,5.0,0.0,PConc,5.0,0.0,0.0,GLQ,456.0,Unf,0.0,1296.0,1752.0,GasA,5.0,Y,SBrkr,1752,0,0,1752,1.0,0.0,2,0,2,1,5.0,6,Typ,1,4.0,Attchd,RFn,2.0,576.0,0.0,0.0,Y,196,82,0,0,0,0,0.0,none,none,0,2,2010,WD ,319900,5,0,3504.0,3.0,0,6,0
317,2332,527210050,60,RL,12292,Pave,none,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,184.0,4.0,0.0,PConc,5.0,4.0,4.0,GLQ,205.0,Unf,0.0,889.0,1094.0,GasA,5.0,Y,SBrkr,1102,1371,0,2473,0.0,0.0,2,1,4,1,4.0,11,Typ,1,4.0,BuiltIn,Fin,3.0,675.0,0.0,0.0,Y,246,39,0,0,0,0,0.0,none,none,0,7,2006,New,356383,0,0,3567.0,2.5,0,4,0
318,826,906380100,20,RL,11923,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,0.0,PConc,5.0,0.0,0.0,Unf,0.0,Unf,0.0,1800.0,1800.0,GasA,5.0,Y,SBrkr,1800,0,0,1800,0.0,0.0,2,0,2,1,5.0,7,Typ,0,0.0,Attchd,Fin,2.0,702.0,0.0,0.0,Y,288,136,0,0,0,0,0.0,none,none,0,5,2009,WD ,239000,2,0,3600.0,2.0,0,2,0
319,1108,528365080,60,RL,10010,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,Hip,WdShake,VinylSd,VinylSd,BrkFace,320.0,4.0,0.0,PConc,4.0,0.0,0.0,BLQ,228.0,GLQ,852.0,0.0,1080.0,GasA,5.0,Y,SBrkr,1108,1089,0,2197,1.0,0.0,2,1,4,1,4.0,9,Typ,1,4.0,Attchd,Fin,3.0,783.0,0.0,0.0,Y,385,99,0,0,0,0,0.0,none,none,0,7,2008,WD ,287500,15,1,3277.0,3.5,0,1,0
320,2041,903475040,50,RM,12358,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.0,0.0,CBlock,0.0,0.0,0.0,Rec,360.0,Unf,0.0,360.0,720.0,GasA,0.0,Y,SBrkr,854,0,528,1382,0.0,0.0,1,1,2,1,0.0,7,Typ,0,0.0,Detchd,Unf,2.0,660.0,0.0,0.0,Y,237,0,0,0,0,0,0.0,none,none,0,5,2007,WD ,128500,66,9,2102.0,1.5,0,0,0
321,57,528240130,60,RL,8577,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,0.0,PConc,4.0,0.0,0.0,Unf,0.0,Unf,0.0,847.0,847.0,GasA,5.0,Y,SBrkr,847,886,0,1733,0.0,0.0,2,1,3,1,4.0,7,Typ,1,4.0,BuiltIn,Fin,2.0,433.0,0.0,0.0,Y,144,48,0,0,0,0,0.0,none,none,0,4,2010,WD ,185088,6,0,2580.0,2.5,0,3,0
322,520,528458060,20,FV,8640,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,4.0,0.0,PConc,4.0,0.0,0.0,Unf,0.0,Unf,0.0,1402.0,1402.0,GasA,5.0,Y,SBrkr,1402,0,0,1402,0.0,0.0,2,0,3,1,4.0,7,Typ,0,0.0,Attchd,RFn,2.0,625.0,0.0,0.0,Y,205,126,0,0,0,0,0.0,none,none,0,5,2009,WD ,229800,1,0,2804.0,2.0,0,1,0
323,2305,923425030,20,RL,10447,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Plywood,HdBoard,None,0.0,0.0,0.0,CBlock,0.0,0.0,0.0,ALQ,516.0,Unf,0.0,348.0,864.0,GasA,0.0,Y,SBrkr,887,0,0,887,0.0,1.0,1,0,3,1,0.0,5,Typ,0,0.0,Attchd,RFn,1.0,288.0,0.0,0.0,Y,140,0,0,0,0,0,0.0,none,none,0,12,2007,WD ,124500,23,0,1751.0,1.5,0,0,0
324,2533,534201230,20,RL,9600,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.0,0.0,CBlock,0.0,0.0,0.0,ALQ,758.0,Unf,0.0,293.0,1051.0,GasA,4.0,Y,SBrkr,1051,0,0,1051,1.0,0.0,1,0,3,1,0.0,6,Typ,0,0.0,Attchd,RFn,2.0,504.0,0.0,0.0,Y,0,0,0,0,0,0,0.0,none,none,0,7,2006,WD ,142000,38,0,2102.0,2.0,0,0,0
325,2852,909250200,70,RL,4899,Pave,none,Reg,HLS,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.0,0.0,PConc,0.0,0.0,0.0,BLQ,305.0,Unf,0.0,450.0,755.0,GasA,5.0,Y,SBrkr,755,755,0,1510,0.0,0.0,1,0,3,1,0.0,6,Typ,0,0.0,Detchd,Unf,1.0,216.0,0.0,0.0,Y,0,0,164,0,0,0,0.0,none,none,0,6,2006,WD ,149000,86,30,2265.0,1.0,0,0,0
326,1198,534250010,90,RL,9246,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,BrkFace,564.0,0.0,0.0,CBlock,0.0,0.0,0.0,Unf,0.0,Unf,0.0,1656.0,1656.0,GasA,0.0,Y,SBrkr,1656,0,0,1656,0.0,0.0,2,0,4,2,0.0,8,Typ,0,0.0,Detchd,Unf,2.0,506.0,0.0,0.0,Y,0,211,0,0,0,0,0.0,none,none,0,11,2008,WD ,135000,35,0,3312.0,2.0,0,0,0
327,1681,527452100,120,RL,4928,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,Plywood,None,0.0,0.0,0.0,CBlock,4.0,0.0,0.0,ALQ,120.0,Unf,0.0,958.0,1078.0,GasA,0.0,Y,SBrkr,958,0,0,958,0.0,0.0,2,0,2,1,0.0,5,Typ,1,0.0,Attchd,RFn,2.0,440.0,0.0,0.0,Y,0,205,0,0,0,0,0.0,none,none,0,2,2007,WD ,128000,31,0,2036.0,2.0,0,0,0
328,1773,528366050,20,RL,12692,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,BrkFace,BrkFace,None,0.0,4.0,0.0,PConc,4.0,0.0,0.0,GLQ,1231.0,Unf,0.0,1969.0,3200.0,GasA,5.0,Y,SBrkr,3228,0,0,3228,1.0,0.0,3,0,4,1,4.0,10,Typ,1,4.0,Attchd,RFn,2.0,546.0,0.0,0.0,Y,264,75,291,0,0,0,0.0,none,none,0,5,2007,WD ,430000,15,1,6428.0,4.0,0,2,0
329,1825,532377050,20,RL,7476,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,0.0,0.0,CBlock,0.0,0.0,0.0,Rec,812.0,Unf,0.0,228.0,1040.0,GasA,0.0,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,1,3,1,0.0,5,Typ,0,0.0,Detchd,Fin,2.0,686.0,0.0,0.0,Y,188,0,0,0,0,0,0.0,none,none,0,6,2007,WD ,145000,39,0,2080.0,2.5,0,0,0
330,2208,909254150,50,RL,5362,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,0.0,0.0,PConc,0.0,0.0,0.0,Unf,0.0,Unf,0.0,661.0,661.0,GasA,5.0,Y,SBrkr,661,589,0,1250,0.0,0.0,2,0,3,1,0.0,8,Typ,1,4.0,Detchd,Unf,2.0,552.0,0.0,0.0,Y,242,0,81,0,0,0,0.0,none,none,0,11,2007,WD ,139000,97,93,1911.0,2.0,0,1,0
331,1646,527302020,80,RL,12090,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,0.0,0.0,CBlock,4.0,0.0,0.0,Unf,0.0,Unf,0.0,585.0,585.0,GasA,5.0,Y,SBrkr,1140,728,0,1868,0.0,0.0,3,1,3,1,0.0,7,Typ,1,0.0,BuiltIn,Fin,2.0,477.0,0.0,0.0,Y,268,112,0,0,147,0,0.0,none,none,0,1,2007,WD ,178000,23,19,2453.0,3.5,0,1,0
332,1060,528118090,60,RL,12539,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,2Story,10,5,Hip,CompShg,CemntBd,CmentBd,BrkFace,468.0,5.0,0.0,PConc,5.0,0.0,4.0,GLQ,1082.0,Unf,0.0,538.0,1620.0,GasA,5.0,Y,SBrkr,1632,1158,0,2790,1.0,0.0,2,1,4,1,5.0,10,Typ,1,5.0,BuiltIn,Fin,4.0,1150.0,0.0,0.0,Y,30,200,0,0,192,0,0.0,none,none,0,6,2008,WD ,460000,3,1,4410.0,3.5,0,8,0
333,748,903400220,75,RL,11888,Pave,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,0.0,0.0,BrkTil,0.0,0.0,0.0,Unf,0.0,Unf,0.0,844.0,844.0,GasA,4.0,N,FuseA,1445,689,0,2134,0.0,0.0,2,0,5,1,4.0,10,Typ,0,0.0,Detchd,Unf,2.0,441.0,0.0,0.0,Y,0,60,268,0,0,0,0.0,none,none,0,7,2009,WD ,214500,93,78,2978.0,2.0,0,1,1
334,2846,909131125,190,RH,7082,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.0,0.0,PConc,0.0,0.0,0.0,Unf,0.0,Unf,0.0,686.0,686.0,GasA,4.0,Y,SBrkr,948,980,0,1928,0.0,0.0,2,0,5,2,0.0,10,Typ,0,0.0,none,none,0.0,0.0,0.0,0.0,N,0,0,228,0,0,0,0.0,none,none,0,7,2006,WD ,160000,90,79,2614.0,2.0,0,0,0
335,493,528292070,60,RL,8755,Pave,none,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,4.0,0.0,PConc,4.0,0.0,0.0,ALQ,772.0,Unf,0.0,220.0,992.0,GasA,5.0,Y,SBrkr,1022,1038,0,2060,1.0,0.0,2,1,3,1,4.0,8,Typ,1,0.0,BuiltIn,RFn,2.0,390.0,0.0,0.0,Y,0,0,0,168,0,0,0.0,GdPrv,none,0,6,2009,WD ,214000,10,0,3052.0,3.5,0,2,0
